Evaluation,Study,Original_value,SRP_value,Match_original,Additional_tags,Category,Subcategory,Quantitative
SR2_NK,Peña-Rodriguez2021,STANDARD Q COVID-19 Ag (SD Biosensor),none found,FALSE,No,Intervention,,FALSE
SR2_NK,Peña-Rodriguez2021,75.9,nr,FALSE,No,Outcome,Outcome - Sensitivity,TRUE
SR2_NK,Peña-Rodriguez2021,100,100,TRUE,No,Outcome,Outcome - Specificity,TRUE
SR2_NK,Peña-Rodriguez2021,1,100,TRUE,No,Outcome,Outcome - Positive Predictive Value,TRUE
SR2_NK,Peña-Rodriguez2021,0.914,91,FALSE,Yes and appropriate,Outcome,Outcome - Negative Predictive Value,TRUE
SR2_NK,Basso2021,Espline SARS-CoV-2 (Fujirebio),ESPLINE rapid test,TRUE,No,Intervention,,FALSE
SR2_NK,Basso2021,48,nr,FALSE,No,Outcome,Outcome - Sensitivity,TRUE
SR2_NK,Basso2021,100,nr,FALSE,No,Outcome,Outcome - Specificity,TRUE
SR2_NK,Basso2021,not reported,"PanbioTM COVID-19 Ag Rapid Test (ABBOTT, Chicago, Illinois, USA)",FALSE,Yes and appropriate,Intervention,,FALSE
SR2_NK,Pollock2021,BinaxNOW (Abbott),Abbott BinaxNOW COVID-19 Ag card,TRUE,No,Intervention,,FALSE
SR2_NK,Pollock2021,84.1,nr,FALSE,No,Outcome,Outcome - Sensitivity,TRUE
SR2_NK,Pollock2021,0.964,no over all provided,FALSE,Yes and inappropriate,Outcome,Outcome - Positive Predictive Value,TRUE
SR2_NK,Pollock2021,0.702,0.702,TRUE,No,Outcome,Outcome - Sensitivity,TRUE
SR2_NK,Pollock2021,99.6,99.6,TRUE,No,Outcome,Outcome - Specificity,TRUE
SR2_NK,Pollock2021,90.9,90.9,TRUE,No,Outcome,Outcome - Positive Predictive Value,TRUE
SR2_NK,Bulilete2021,PanBio (Abbott),"Panbio TM rapid antigen test kit for SARS-CoV-2 (Abbott Diagnostic GmbH, Jena, Germany)",TRUE,No,Intervention,,FALSE
SR2_NK,Bulilete2021,71.4,71.40%,TRUE,No,Outcome,Outcome - Sensitivity,TRUE
SR2_NK,Bulilete2021,99.8,99.8,TRUE,No,Outcome,Outcome - Specificity,TRUE
SR2_NK,Bulilete2021,98,98,TRUE,No,Outcome,Outcome - Positive Predictive Value,TRUE
SR2_NK,Bulilete2021,96.8,96.8,TRUE,No,Outcome,Outcome - Negative Predictive Value,TRUE
SR2_NK,Salvagno2021,STANDARD Q COVID-19 Ag (SD Biosensor),Roche SARS-CoV-2 Rapid Antigen Test,FALSE,Yes and appropriate,Intervention,,FALSE
SR2_NK,Salvagno2021,72.5,72.5,TRUE,No,Outcome,Outcome - Sensitivity,TRUE
SR2_NK,Salvagno2021,99.4,99.4,TRUE,No,Outcome,Outcome - Specificity,TRUE
SR2_NK,Jegerlehner2021,STANDARD Q COVID-19 Ag (SD Biosensor),Roche/SD Biosensor SARS-CoV-2 rapid antigen test,FALSE,Yes and appropriate,Intervention,,FALSE
SR2_NK,Jegerlehner2021,65.3,65.3,TRUE,No,Outcome,Outcome - Sensitivity,TRUE
SR2_NK,Jegerlehner2021,99.9,99.9,TRUE,No,Outcome,Outcome - Specificity,TRUE
SR2_NK,Jegerlehner2021,PCL COVID19 Ag Rapid FIA Antigen Test (PCL),not found,FALSE,Yes and appropriate,Intervention,,FALSE
SR2_NK,Jegerlehner2021,30.2,nr,FALSE,No,Outcome,Outcome - Sensitivity,TRUE
SR2_NK,Jegerlehner2021,98.1,nr,FALSE,No,Outcome,Outcome - Specificity,TRUE
SR2_NK,Jegerlehner2021,97.9,97.9,TRUE,No,Outcome,Outcome - Positive Predictive Value,TRUE
SR2_NK,Jegerlehner2021,96.4,96.4,TRUE,No,Outcome,Outcome - Negative Predictive Value,TRUE
SR2_NK,Abusrewil2021,PanBio (Abbott),Abbott Panbio™ COVID‐19 Ag Rapid Test,TRUE,No,Intervention,,FALSE
SR2_NK,Abusrewil2021,76.92,nr,FALSE,No,Outcome,Outcome - Sensitivity,TRUE
SR2_NK,Abusrewil2021,100,100,TRUE,No,Outcome,Outcome - Specificity,TRUE
SR2_NK,Abusrewil2021,Flowflex COVID-19 Antigen test (ACON Labs),"Flowflex™ SARS‐CoV‐2 Antigen Rapid Test, Acon",TRUE,No,Intervention,,FALSE
SR2_NK,Abusrewil2021,100,nr,FALSE,No,Outcome,Outcome - Sensitivity,TRUE
SR2_NK,Abusrewil2021,100,100,TRUE,No,Outcome,Outcome - Specificity,TRUE
SR2_NK,Abusrewil2021,AMP Rapid Test SARS-CoV-2 Ag (AMP Diagnostics),AMP Rapid Test SARS‐CoV‐2 Ag; AMP Diagnostics),TRUE,No,Intervention,,FALSE
SR2_NK,Abusrewil2021,85.71,nr,FALSE,No,Outcome,Outcome - Sensitivity,TRUE
SR2_NK,Abusrewil2021,100,100,TRUE,No,Outcome,Outcome - Specificity,TRUE
SR2_NK,Abusrewil2021,COVID-19 Antigen Rapid Test (Assut Europe),Assut Europe antigen testing COVID‐19,TRUE,No,Intervention,,FALSE
SR2_NK,Abusrewil2021,71.43,nr,FALSE,No,Outcome,Outcome - Sensitivity,TRUE
SR2_NK,Abusrewil2021,100,100,TRUE,No,Outcome,Outcome - Specificity,TRUE
SR2_NK,Abusrewil2021,Novel Corona Virus (SARS-CoV-2) Ag Rapid Test kit (Bioperfectus),"CerTest Biotech, Bioperfectus SARS‐CoV‐2 Antigen Rapid Test Kit",TRUE,No,Intervention,,FALSE
SR2_NK,Abusrewil2021,80,nr,FALSE,No,Outcome,Outcome - Sensitivity,TRUE
SR2_NK,Abusrewil2021,100,100,TRUE,No,Outcome,Outcome - Specificity,TRUE
SR2_NK,Abusrewil2021,CerTest SARS-CoV-2 (Certest Biotech),CerTest SARS‐CoV‐2 one step card test,TRUE,No,Intervention,,FALSE
SR2_NK,Abusrewil2021,62.5,nr,FALSE,No,Outcome,Outcome - Sensitivity,TRUE
SR2_NK,Abusrewil2021,Espline SARS-CoV-2 (Fujirebio),"ESPLINE SARS‐CoV‐2, Fujirbio",TRUE,No,Intervention,,FALSE
SR2_NK,Abusrewil2021,80,nr,FALSE,No,Outcome,Outcome - Sensitivity,TRUE
SR2_NK,Abusrewil2021,100,100,TRUE,No,Outcome,Outcome - Specificity,TRUE
SR2_NK,Abusrewil2021,Fluorecare (Colloidal Gold/Fluorescent) SARS-CoV-2 Spike Protein Test kit (Shenzen Microprofit),"Fluorecare SARS‐CoV‐2 spike protein test, Shenzhen Microprofit Biotech Co",TRUE,No,Intervention,,FALSE
SR2_NK,Abusrewil2021,91.67,nr,FALSE,No,Outcome,Outcome - Sensitivity,TRUE
SR2_NK,Abusrewil2021,100,100,TRUE,No,Outcome,Outcome - Specificity,TRUE
SR2_NK,Abusrewil2021,Orient Gene Rapid Covid-19 (Antigen) Self-Test (Orient Gene),"Coronavirus antigen rapid test cassette, Orient Gene",TRUE,No,Intervention,,FALSE
SR2_NK,Abusrewil2021,50,nr,FALSE,No,Outcome,Outcome - Sensitivity,TRUE
SR2_NK,Abusrewil2021,100,100,TRUE,No,Outcome,Outcome - Specificity,TRUE
SR2_NK,Abusrewil2021,RapiGen (BioCredit),"RapiGen Covid‐19 Ag Detection Kit, Biocredit",TRUE,No,Intervention,,FALSE
SR2_NK,Abusrewil2021,62.5,nr,FALSE,No,Outcome,Outcome - Sensitivity,TRUE
SR2_NK,Abusrewil2021,100,100,TRUE,No,Outcome,Outcome - Specificity,TRUE
SR2_NK,Abusrewil2021,1,nr,FALSE,No,Outcome,Outcome - Positive Predictive Value,TRUE
SR2_NK,García-Fiñana2021,Innova (recalled 06/2021),Innova LFT,TRUE,No,Intervention,,FALSE
SR2_NK,García-Fiñana2021,40,40,TRUE,No,Outcome,Outcome - Sensitivity,TRUE
SR2_NK,García-Fiñana2021,99.9,99.9,TRUE,No,Outcome,Outcome - Specificity,TRUE
SR2_NK,Korenkov2021,STANDARD Q COVID-19 Ag (SD Biosensor),"Standard Q COVID-19 Ag test (SD Biosensor, Inc., Suwon-si, Republic of Korea/Hoffmann La Roche AG, Basel, Switzerland)",TRUE,No,Intervention,,FALSE
SR2_NK,Korenkov2021,100,42.86,FALSE,Yes and appropriate,Outcome,Outcome - Sensitivity,TRUE
SR2_NK,Korenkov2021,99.9,99.89,TRUE,No,Outcome,Outcome - Specificity,TRUE
SR2_NK,Korenkov2021,97.8,97.83,TRUE,No,Outcome,Outcome - Positive Predictive Value,TRUE
SR2_NK,Korenkov2021,93.8,93.8,TRUE,No,Outcome,Outcome - Negative Predictive Value,TRUE
SR2_NK,Korenkov2021,55.4,nr,FALSE,No,Outcome,Outcome - Sensitivity,TRUE
SR2_NK,Amer2021,STANDARD Q COVID-19 Ag (SD Biosensor),"RAT StandardTM Q COVID-19 Ag test (SD Biosensor, Inc., Republic of Korea)",TRUE,No,Intervention,,FALSE
SR2_NK,Amer2021,78.2,78.2,TRUE,No,Outcome,Outcome - Sensitivity,TRUE
SR2_NK,Amer2021,64.2,64.2,TRUE,No,Outcome,Outcome - Specificity,TRUE
SR2_NK,Jakobsen2021jun,STANDARD Q COVID-19 Ag (SD Biosensor),STANDARD Q COVID-19 AG test,TRUE,No,Intervention,,FALSE
SR2_NK,Jakobsen2021jun,69.7,69.7,TRUE,No,Outcome,Outcome - Sensitivity,TRUE
SR2_NK,Jakobsen2021jun,99.5,99.5,TRUE,No,Outcome,Outcome - Specificity,TRUE
SR2_NK,Smith2021,Sofia SARS Rapid Antigen FIA/Sofia 2 (Quidel), Sofia SARS rapid antigen FIA,TRUE,No,Intervention,,FALSE
SR2_NK,Smith2021,76.6,76.6,TRUE,No,Outcome,Outcome - Sensitivity,TRUE
SR2_NK,Smith2021,99.7,99.7,TRUE,No,Outcome,Outcome - Specificity,TRUE
SR2_NK,Lindner2021,STANDARD Q COVID-19 Ag (SD Biosensor)-Professional,"STANDARD Q COVID-19 Ag Test (SD Biosensor, Korea)",TRUE,No,Intervention,,FALSE
SR2_NK,Lindner2021,85,85,TRUE,No,Outcome,Outcome - Sensitivity,TRUE
SR2_NK,Lindner2021,99.1,99.1,TRUE,No,Outcome,Outcome - Specificity,TRUE
SR2_NK,Lindner2021,STANDARD Q COVID-19 Ag (SD Biosensor)-Self,"STANDARD Q COVID-19 Ag Test (SD Biosensor, Korea)",TRUE,No,Intervention,,FALSE
SR2_NK,Lindner2021,82.5,82.5,TRUE,No,Outcome,Outcome - Sensitivity,TRUE
SR2_NK,Lindner2021,100,100,TRUE,No,Outcome,Outcome - Specificity,TRUE
SR2_NK,Ferte2021,PanBio (Abbott),Abbott Panbio™ SARS-CoV-2 Ag rapid test,TRUE,No,Intervention,,FALSE
SR2_NK,Ferte2021,63.5,63.5,TRUE,No,Outcome,Outcome - Sensitivity,TRUE
SR2_NK,Ferte2021,100,100,TRUE,No,Outcome,Outcome - Specificity,TRUE
SR2_NK,Leixner2021,AMP Rapid Test SARS-CoV-2 Ag (AMP Diagnostics),"AMP Rapid Test SARS-CoV-2 Ag (AMP Diagnostics, AMEDA Labordiagnostik GmbH, Graz, Austria)",TRUE,No,Intervention,,FALSE
SR2_NK,Leixner2021,69.15,69.2,TRUE,No,Outcome,Outcome - Sensitivity,TRUE
SR2_NK,Leixner2021,99.66,99.7,TRUE,No,Outcome,Outcome - Specificity,TRUE
SR2_NK,Dierks2021,SARS-CoV-2 Ag (LumiraDx),antigen-based rapid test assays Lumidrx,TRUE,No,Intervention,,FALSE
SR2_NK,Dierks2021,45.45,45.45,TRUE,No,Outcome,Outcome - Sensitivity,TRUE
SR2_NK,Dierks2021,99.54,99.54,TRUE,No,Outcome,Outcome - Specificity,TRUE
SR2_NK,Dierks2021,NADAL COVID-19 Antigen Rapid Test (New Art Laboratories/nal von minden), antigen-based rapid test assays NADAL,TRUE,No,Intervention,,FALSE
SR2_NK,Dierks2021,14.29,14.29,TRUE,No,Outcome,Outcome - Sensitivity,TRUE
SR2_NK,Dierks2021,76.44,76.44,TRUE,No,Outcome,Outcome - Specificity,TRUE
SR2_NK,Terpos2021,Custom/Novel/In-house," COVID-19 Antigen Detection Kit (Colloidal Gold) produced by Zhuhai Lituo Biotechnology Co., Ltd",FALSE,Yes and appropriate,Intervention,,FALSE
SR2_NK,cento2021,SARS-CoV-2 Ag (LumiraDx),"LumiraDx SARS-CoV-2 Ag test (LumiraDx, UK)",TRUE,No,Intervention,,FALSE
SR2_NK,cento2021,85.6,nr,FALSE,No,Outcome,Outcome - Sensitivity,TRUE
SR2_NK,cento2021,97.05,97,TRUE,No,Outcome,Outcome - Specificity,TRUE
SR2_NK,Kruger2021,PanBio (Abbott),"PanBio™ COVID-19 Ag Rapid Test Device (Abbott Rapid Diagnostics, Jena, Germany; henceforth called PanBio)",TRUE,No,Intervention,,FALSE
SR2_NK,Kruger2021,86.8,86.8,TRUE,No,Outcome,Outcome - Sensitivity,TRUE
SR2_NK,Kruger2021,99.9,99.9,TRUE,No,Outcome,Outcome - Specificity,TRUE
SR2_NK,Kruger2021,98.9,nr,FALSE,Yes and inappropriate,Outcome,Outcome - Positive Predictive Value,TRUE
SR2_NK,klein2021,PanBio (Abbott) - NMT,"Panbio performed with a supervised, self-collected NMT swab",TRUE,No,Intervention,,FALSE
SR2_NK,klein2021,84.4,84.4,TRUE,No,Outcome,Outcome - Sensitivity,TRUE
SR2_NK,klein2021,99.2,99.2,TRUE,No,Outcome,Outcome - Specificity,TRUE
SR2_NK,klein2021,PanBio (Abbott) - NP Swab,Panbio performed with a professionally collected NP swab,TRUE,No,Intervention,,FALSE
SR2_NK,klein2021,88.9,88.9,TRUE,No,Outcome,Outcome - Sensitivity,TRUE
SR2_NK,klein2021,99.2,99.2,TRUE,No,Outcome,Outcome - Specificity,TRUE
SR2_NK,Soleimani2021,PanBio (Abbott),Abbott Panbio™ COVID‐19 Ag Rapid Test,TRUE,No,Intervention,,FALSE
SR2_NK,Soleimani2021,75,75,TRUE,No,Outcome,Outcome - Sensitivity,TRUE
SR2_NK,Soleimani2021,COVID19-Speed/Biospeedia COVID19 Antigen test (Biospeedia),BioSpeedia COVID19Speed‐Antigen Test,TRUE,No,Intervention,,FALSE
SR2_NK,Soleimani2021,65.5,65.5,TRUE,No,Outcome,Outcome - Sensitivity,TRUE
SR2_NK,Soleimani2021,100,100,TRUE,No,Outcome,Outcome - Specificity,TRUE
SR2_NK,Van der Moeren2021,BD Veritor COVID-19 Rapid Antigen Test (Becton-Dickinson),BD Veritor System for Rapid Detection of SARS-CoV-2 - part 1,TRUE,No,Intervention,,FALSE
SR2_NK,Van der Moeren2021,94.1,94.1,TRUE,No,Outcome,Outcome - Sensitivity,TRUE
SR2_NK,Van der Moeren2021,BD Veritor COVID-19 Rapid Antigen Test (Becton-Dickinson)-Visual,BD Veritor COVID-19 Rapid Antigen Test - vsual interpretation,TRUE,No,Intervention,,FALSE
SR2_NK,Van der Moeren2021,94.1,94.1,TRUE,No,Outcome,Outcome - Sensitivity,TRUE
SR2_NK,Van der Moeren2021,100,100,TRUE,No,Outcome,Outcome - Specificity,TRUE
SR2_NK,Holzner2021,STANDARD Q COVID-19 Ag (SD Biosensor), standard Q (Roche),TRUE,No,Intervention,,FALSE
SR2_NK,Holzner2021,68.8,68.87,FALSE,Yes and appropriate,Outcome,Outcome - Sensitivity,TRUE
SR2_NK,Holzner2021,99.56,99.56,TRUE,No,Outcome,Outcome - Specificity,TRUE
SR2_NK,Holzner2021,97.9,nr,FALSE,No,Outcome,Outcome - Positive Predictive Value,TRUE
SR2_NK,Kim2021,GenBody COVAG025 (GenBody) ,GenBody™ COVID-19 Ag test,TRUE,No,Intervention,,FALSE
SR2_NK,Kim2021,GenBody COVAG025 (GenBody) - Prospective,GenBody™ COVID-19 Ag test - prospective study,TRUE,No,Intervention,,FALSE
SR2_NK,Kim2021,94,94,TRUE,No,Outcome,Outcome - Sensitivity,TRUE
SR2_NK,Kim2021,100,100,TRUE,No,Outcome,Outcome - Specificity,TRUE
SR2_NK,Kim2021,GenBody COVAG025 (GenBody) - Retrospective,GenBody™ COVID-19 Ag test - retrospective study,TRUE,No,Intervention,,FALSE
SR2_NK,Kim2021,90,90,TRUE,No,Outcome,Outcome - Sensitivity,TRUE
SR2_NK,Kim2021,98,98,TRUE,No,Outcome,Outcome - Specificity,TRUE
SR2_NK,Thakur2021,PathoCatch (Accucare),"(PathoCatch/ACCUCARE, Lab Care Diagnostics Private Ltd., Sari Gam, India)",TRUE,No,Intervention,,FALSE
SR2_NK,Thakur2021,34.5,34.5,TRUE,No,Outcome,Outcome - Sensitivity,TRUE
SR2_NK,Thakur2021,99.8,99.8,TRUE,No,Outcome,Outcome - Specificity,TRUE
SR2_NK,Homza2021,Ecotest (Assure Tech),Assure Tech,TRUE,No,Intervention,,FALSE
SR2_NK,Homza2021,75.7,nr,FALSE,No,Outcome,Outcome - Sensitivity,TRUE
SR2_NK,Homza2021,96.7,89.6,FALSE,Yes and inappropriate,Outcome,Outcome - Specificity,TRUE
SR2_NK,Homza2021,Immupass VivaDiag (VivaChek Biotech),VivaChek Biotech,TRUE,No,Intervention,,FALSE
SR2_NK,Homza2021,41.8,nr,FALSE,No,Outcome,Outcome - Sensitivity,TRUE
SR2_NK,Homza2021,96,nr,FALSE,No,Outcome,Outcome - Specificity,TRUE
SR2_NK,Homza2021,ND Covid (NDFOS),NDFOS,TRUE,No,Intervention,,FALSE
SR2_NK,Homza2021,70.1,nr,FALSE,No,Outcome,Outcome - Sensitivity,TRUE
SR2_NK,Homza2021,56.1,nr,FALSE,No,Outcome,Outcome - Specificity,TRUE
SR2_NK,Homza2021,SARS-CoV-2 Antigen Rapid Test (JoysBio),JOYSBIO,TRUE,No,Intervention,,FALSE
SR2_NK,Homza2021,57.8,nr,FALSE,No,Outcome,Outcome - Sensitivity,TRUE
SR2_NK,Homza2021,98.5,nr,FALSE,No,Outcome,Outcome - Specificity,TRUE
SR2_NK,Homza2021,STANDARD Q COVID-19 Ag (SD Biosensor),SD Biosensor,TRUE,No,Intervention,,FALSE
SR2_NK,Homza2021,61.9,nr,FALSE,No,Outcome,Outcome - Sensitivity,TRUE
SR2_NK,Homza2021,99,nr,FALSE,No,Outcome,Outcome - Specificity,TRUE
SR2_NK,Pandey2021,STANDARD Q COVID-19 Ag (SD Biosensor),STANDARD Q COVID-19 Ag (SD Biosensor) test kit.,TRUE,No,Intervention,,FALSE
SR2_NK,Pandey2021,53.6,53.6,TRUE,No,Outcome,Outcome - Sensitivity,TRUE
SR2_NK,Pandey2021,97.3,97.3,TRUE,No,Outcome,Outcome - Specificity,TRUE
SR2_NK,Pandey2021,90.7,90.7,TRUE,No,Outcome,Outcome - Negative Predictive Value,TRUE
SR2_NK,Pandey2021,61,61,TRUE,No,Outcome,Outcome - Sensitivity,TRUE
SR2_NK,Pandey2021,94.4,94.4,TRUE,No,Outcome,Outcome - Specificity,TRUE
SR2_NK,Pandey2021,83.3,83.3,TRUE,No,Outcome,Outcome - Positive Predictive Value,TRUE
SR2_NK,Pandey2021,84.2,84.2,TRUE,No,Outcome,Outcome - Negative Predictive Value,TRUE
SR2_NK,Pandey2021,33.3,33.3,TRUE,No,Outcome,Outcome - Sensitivity,TRUE
SR2_NK,Pandey2021,98.8,98.8,TRUE,No,Outcome,Outcome - Specificity,TRUE
SR2_NK,Pandey2021,71.4,71.4,TRUE,No,Outcome,Outcome - Positive Predictive Value,TRUE
SR2_NK,Pandey2021,94.4,94.4,TRUE,No,Outcome,Outcome - Negative Predictive Value,TRUE
SR2_NK,von Ahnen2022,Roche SARS-CoV-2 Rapid Antigen Test (Roche),Roche® Rapid SARS COVID test.,TRUE,No,Intervention,,FALSE
SR2_NK,von Ahnen2022,92.3,92.3,TRUE,no,Outcome,Outcome - Sensitivity,TRUE
SR2_NK,von Ahnen2022,100,100,TRUE,no,Outcome,Outcome - Specificity,TRUE
SR2_NK,von Ahnen2022,1,1,TRUE,No,Outcome,Outcome - Positive Predictive Value,TRUE
SR2_NK,Kyritsi2021,"Rapid Test Ag 2019-nCov (PROGNOSIS, BIOTECH, Greece)","Rapid Test Ag 2019-nCov (PROGNOSIS, BIOTECH, Larissa, Greece)",TRUE,No,Intervention,,FALSE
SR2_NK,Kyritsi2021,85.5,85.5,TRUE,No,Outcome,Outcome - Sensitivity,TRUE
SR2_NK,Kyritsi2021,99.8,99.8,TRUE,No,Outcome,Outcome - Specificity,TRUE
SR2_NK,surasi2021,BinaxNOW (Abbott),Abbott BinaxNOW rapid antigen test,TRUE,No,Intervention,,FALSE
SR2_NK,surasi2021,43.3,43.3,TRUE,No,Outcome,Outcome - Sensitivity,TRUE
SR2_NK,surasi2021,100,100,TRUE,No,Outcome,Outcome - Specificity,TRUE
SR2_NK,Ford2021,BinaxNOW (Abbott)," BinaxNOW (Abbott Laboratories, Abbott Park, IL, USA) SARS-CoV-2 antigen test ",TRUE,No,Intervention,,FALSE
SR2_NK,Ford2021,BinaxNOW (Abbott) - Exposed," BinaxNOW (Abbott Laboratories, Abbott Park, IL, USA) SARS-CoV-2 antigen test ",TRUE,No,Intervention,,FALSE
SR2_NK,Ford2021,79.8,nr,FALSE,No,Outcome,Outcome - Sensitivity,TRUE
SR2_NK,Ford2021,99.7,nr,FALSE,No,Outcome,Outcome - Specificity,TRUE
SR2_NK,Ford2021,BinaxNOW (Abbott)," BinaxNOW (Abbott Laboratories, Abbott Park, IL, USA) SARS-CoV-2 antigen test ",TRUE,No,Intervention,,FALSE
SR2_NK,Ford2021,80.8,80.8,TRUE,No,Outcome,Outcome - Sensitivity,TRUE
SR2_NK,Ford2021,99.9,99.9,TRUE,No,Outcome,Outcome - Specificity,TRUE
SR2_NK,Nikolai2021,"STANDARD Q COVID-19 Ag (SD Biosensor) - Prof.-sampling: All (N =36), Prof AN","STANDARD Q COVID-19 Ag Test (SD Biosensor, Inc. Gyeonggi-do, Korea) ",TRUE,No,Intervention,,FALSE
SR2_NK,Nikolai2021,86.1,86.1,TRUE,No,Outcome,Outcome - Sensitivity,TRUE
SR2_NK,Nikolai2021,100,100,TRUE,No,Outcome,Outcome - Specificity,TRUE
SR2_NK,Nikolai2021,"STANDARD Q COVID-19 Ag (SD Biosensor) - Self-sampling: All (N=34), Prof. NP","STANDARD Q COVID-19 Ag Test (SD Biosensor, Inc. Gyeonggi-do, Korea) ",TRUE,No,Intervention,,FALSE
SR2_NK,Nikolai2021,91.2,91.2,TRUE,No,Outcome,Outcome - Sensitivity,TRUE
SR2_NK,Nikolai2021,100,100,TRUE,No,Outcome,Outcome - Specificity,TRUE
SR2_NK,Nikolai2021,"STANDARD Q COVID-19 Ag (SD Biosensor) - Self-sampling: All (N=34), Self NMT","STANDARD Q COVID-19 Ag Test (SD Biosensor, Inc. Gyeonggi-do, Korea) ",TRUE,No,Intervention,,FALSE
SR2_NK,Nikolai2021,91.2,91.2,TRUE,No,Outcome,Outcome - Sensitivity,TRUE
SR2_NK,Nikolai2021,98.4,98.4,TRUE,No,Outcome,Outcome - Specificity,TRUE
SR2_NK,Shaw2021,PanBio (Abbott),Abbott PanbioTM COVID-19 Ag,TRUE,No,Intervention,,FALSE
SR2_NK,Shaw2021,54.5,54.5,TRUE,No,Outcome,Outcome - Sensitivity,TRUE
SR2_NK,Shaw2021,1,100,TRUE,No,Outcome,Outcome - Specificity,TRUE
SR2_NK,Shaw2021,1,100,TRUE,No,Outcome,Outcome - Positive Predictive Value,TRUE
SR2_NK,Shaw2021,99.8,99.8,TRUE,No,Outcome,Outcome - Negative Predictive Value,TRUE
SR2_NK,Bachman2021,Custom/Novel/In-house - PCR collected by NP, OA-LFA,TRUE,No,Intervention,,FALSE
SR2_NK,Bachman2021,69,69,TRUE,No,Outcome,Outcome - Sensitivity,TRUE
SR2_NK,Bachman2021,97,97,TRUE,No,Outcome,Outcome - Specificity,TRUE
SR2_NK,Bachman2021,BinaxNOW (Abbott) - PCR collected by NP,Abbot1 BinaxNOW™ COVID-19 Ag card,TRUE,No,Intervention,,FALSE
SR2_NK,Bachman2021,82,82,TRUE,No,Outcome,Outcome - Sensitivity,TRUE
SR2_NK,Bachman2021,100,nr,FALSE,No,Outcome,Outcome - Specificity,TRUE
SR2_NK,Bachman2021,Sofia SARS Rapid Antigen FIA/Sofia 2 (Quidel) - PCR collected by NP,Quidel1 Sofia1SARS Antigen FIA ,TRUE,No,Intervention,,FALSE
SR2_NK,Bachman2021,74,74,TRUE,No,Outcome,Outcome - Sensitivity,TRUE
SR2_NK,Bachman2021,98,nr,FALSE,No,Outcome,Outcome - Specificity,TRUE
SR2_NK,Bachman2021,Custom/Novel/In-house - PCR collected by NS, OA-LFA,TRUE,No,Intervention,,FALSE
SR2_NK,Bachman2021,83,83,TRUE,No,Outcome,Outcome - Sensitivity,TRUE
SR2_NK,Bachman2021,97,97,TRUE,No,Outcome,Outcome - Specificity,TRUE
SR2_NK,Bachman2021,BinaxNOW (Abbott) - PCR collected by NS,Abbot1 BinaxNOW™ COVID-19 Ag card,TRUE,No,Intervention,,FALSE
SR2_NK,Bachman2021,91,91,TRUE,No,Outcome,Outcome - Sensitivity,TRUE
SR2_NK,Bachman2021,94,nr,FALSE,No,Outcome,Outcome - Specificity,TRUE
SR2_NK,Bachman2021,Sofia SARS Rapid Antigen FIA/Sofia 2 (Quidel) - PCR collected by NS,Quidel1 Sofia1SARS Antigen FIA ,TRUE,No,Intervention,,FALSE
SR2_NK,Bachman2021,86,86,TRUE,No,Outcome,Outcome - Sensitivity,TRUE
SR2_NK,Bachman2021,96,nr,FALSE,No,Outcome,Outcome - Specificity,TRUE
SR2_NK,Escrivá2021,PanBio (Abbott)," PANBIO™ COVID-19 Ag Rapid test device (Abbott Diagnostic GmbH, Jena, Germany) ",TRUE,No,Intervention,,FALSE
SR2_NK,Escrivá2021,85,85,TRUE,No,Outcome,Outcome - Sensitivity,TRUE
SR2_NK,Escrivá2021,100,100,TRUE,No,Outcome,Outcome - Specificity,TRUE
SR2_NK,Escrivá2021,1,100,TRUE,No,Outcome,Outcome - Positive Predictive Value,TRUE
SR2_NK,Escrivá2021,94.8,nr,FALSE,No,Outcome,Outcome - Negative Predictive Value,TRUE
SR2_NK,Krüger2021aug,SARS-CoV-2 Ag (LumiraDx) - Berlin,nr,FALSE,No,Intervention,,FALSE
SR2_NK,Krüger2021aug,80.2,nr,FALSE,No,Outcome,Outcome - Sensitivity,TRUE
SR2_NK,Krüger2021aug,99.5,nr,FALSE,No,Outcome,Outcome - Specificity,TRUE
SR2_NK,Krüger2021aug,SARS-CoV-2 Ag (LumiraDx) - Heidelberg,nr,FALSE,No,Intervention,,FALSE
SR2_NK,Krüger2021aug,84.6,nr,FALSE,No,Outcome,Outcome - Sensitivity,TRUE
SR2_NK,Krüger2021aug,99.3,nr,FALSE,No,Outcome,Outcome - Specificity,TRUE
SR2_NK,Krüger2021aug,SARS-CoV-2 Ag (LumiraDx),"LumiraDx™ Limited, London, United Kingdom",TRUE,No,Intervention,,FALSE
SR2_NK,Krüger2021aug,82.2,82.2,TRUE,No,Outcome,Outcome - Sensitivity,TRUE
SR2_NK,Krüger2021aug,99.3,99.3,TRUE,No,Outcome,Outcome - Specificity,TRUE
SR2_NK,Kahn2021,STANDARD F COVID-19 Ag FIA (SD Biosensor Inc.),Standard F Covid19 Ag FIA / SD (Biosensor),TRUE,No,Intervention,,FALSE
SR2_NK,Kahn2021,59.4,59.4,TRUE,No,Outcome,Outcome - Sensitivity,TRUE
SR2_NK,Kahn2021,99,99,TRUE,No,Outcome,Outcome - Specificity,TRUE
SR2_NK,Stohr2022,BD Veritor COVID-19 Rapid Antigen Test (Becton-Dickinson), BD Veritor System (BD-RDT),TRUE,No,Intervention,,FALSE
